timestamp,internal_temp_c,external_temp_c,battery_voltage_v,battery_current_a,battery_soc_percent,battery_capacity_ah,energy_available_kwh,power_load_kw,energy_loss_percent,tank_pressure_bar,structural_integrity,critical_modules_status,telemetry_link_status,estimated_autonomy_min,launch_decision,anomalia_inserida
2026-09-03 12:00:59,23.53,16.71,49.77,110.0,81.82,100.02,4.073,24.03,4.76,144.6,1,1,1,179.6,READY,nao
2026-09-03 12:01:00,24.61,19.64,51.24,55.34,62.49,111.78,3.5792,10.95,3.84,109.7,1,1,1,142.2,READY,nao
2026-09-03 12:01:01,22.61,2.45,51.9,43.69,80.5,108.28,4.5239,6.84,6.93,105.52,1,1,1,83.8,READY,nao
2026-09-03 12:01:02,32.09,-0.23,50.61,98.05,92.26,82.01,3.8293,16.98,2.34,133.27,1,1,1,163.8,READY,nao
2026-09-03 12:01:03,24.06,-4.49,48.51,47.48,78.37,82.92,3.1524,17.47,4.51,107.65,1,1,1,51.6,READY,nao
2026-09-03 12:01:04,22.78,7.27,48.53,102.26,62.08,96.11,2.8955,17.97,4.75,138.28,1,1,1,76.2,READY,nao
2026-09-03 12:01:05,27.23,15.65,50.43,62.37,91.45,91.81,4.2341,10.35,6.35,100.14,1,1,1,166.1,READY,nao
2026-09-03 12:01:06,20.4,8.73,47.43,86.75,68.05,89.3,2.8823,5.3,5.45,101.3,1,1,1,79.6,READY,nao
2026-09-03 12:01:07,31.64,10.31,46.66,29.55,70.34,91.24,2.9946,24.3,6.0,143.96,1,1,1,74.8,READY,nao
2026-09-03 12:01:08,19.27,26.65,48.13,82.39,66.59,112.14,3.5941,10.02,6.66,128.69,1,1,1,63.6,READY,nao
2026-09-03 12:01:09,34.78,7.19,47.72,65.18,73.21,117.17,4.0934,18.52,7.17,137.34,1,1,1,161.0,READY,nao
2026-09-03 12:01:10,31.13,12.99,47.78,78.66,90.27,96.2,4.1492,19.13,3.88,111.22,1,1,1,112.5,READY,nao
2026-09-03 12:01:11,21.38,22.43,47.4,36.8,80.78,116.24,4.4508,17.2,5.23,128.82,1,1,1,136.1,READY,nao
2026-09-03 12:01:12,18.09,8.88,46.25,93.69,68.2,92.86,2.929,11.26,7.04,124.71,1,1,1,77.3,READY,nao
2026-09-03 12:01:13,31.86,16.77,46.11,106.28,95.11,99.06,4.3443,10.42,7.94,125.16,1,1,1,147.3,READY,nao
2026-09-03 12:01:14,30.02,25.18,51.93,41.67,95.18,89.04,4.401,16.95,7.34,129.13,1,1,1,147.6,READY,nao
2026-09-03 12:01:15,30.39,28.23,48.57,29.57,94.82,105.62,4.8642,22.32,4.23,123.77,1,1,1,87.2,READY,nao
2026-09-03 12:01:16,31.11,0.15,48.31,22.36,69.55,119.16,4.0037,23.93,3.17,116.45,1,1,1,100.4,READY,nao
2026-09-03 12:01:17,19.26,27.43,50.08,84.2,78.05,104.14,4.0706,7.12,4.94,108.8,1,1,1,73.3,READY,nao
2026-09-03 12:01:18,24.09,12.22,47.31,80.71,99.4,94.31,4.435,8.1,6.45,133.43,1,1,1,176.8,READY,nao
2026-09-03 12:01:19,19.97,4.04,51.7,74.67,90.88,105.91,4.9762,23.89,4.96,106.31,1,1,1,132.2,READY,nao
2026-09-03 12:01:20,32.67,11.07,50.72,43.19,61.09,84.92,2.6312,19.73,4.9,129.62,1,1,1,171.2,READY,nao
2026-09-03 12:01:21,28.6,29.3,46.54,59.09,62.61,115.55,3.367,22.66,7.03,106.67,1,1,1,86.0,READY,nao
2026-09-03 12:01:22,23.63,12.24,48.51,79.45,78.56,100.12,3.8155,9.05,4.17,126.27,1,1,1,150.6,READY,nao
2026-09-03 12:01:23,19.08,6.51,51.27,69.68,96.37,97.97,4.8406,16.75,7.16,132.35,1,1,1,148.4,READY,nao
2026-09-03 12:01:24,23.29,17.17,51.67,118.78,81.55,103.43,4.3582,19.02,4.44,105.94,1,1,1,138.4,READY,nao
2026-09-03 12:01:25,23.53,3.41,48.8,33.64,79.91,104.99,4.0942,18.6,3.97,98.0,1,1,1,175.4,READY,nao
2026-09-03 12:01:26,30.4,-2.34,49.68,89.51,64.22,82.87,2.6439,13.16,4.72,101.55,1,1,1,98.1,READY,nao
2026-09-03 12:01:27,28.84,-0.49,47.0,60.43,86.27,107.3,4.3507,5.31,6.57,125.3,1,1,1,62.6,READY,nao
2026-09-03 12:01:28,33.08,-0.52,51.95,62.82,92.88,89.68,4.3272,16.66,2.76,137.47,1,1,1,135.7,READY,nao
2026-09-03 12:01:29,26.03,0.32,47.39,91.76,75.22,108.56,3.8698,10.06,3.18,97.25,1,1,1,143.5,READY,nao
2026-09-03 12:01:30,20.03,-0.14,51.66,89.24,91.02,112.9,5.3087,14.01,7.71,131.71,1,1,1,122.6,READY,nao
2026-09-03 12:01:31,30.13,17.43,49.9,119.13,98.58,112.16,5.5173,24.15,3.05,112.07,1,1,1,72.9,READY,nao
2026-09-03 12:01:32,30.93,1.37,49.65,32.84,68.15,102.1,3.4547,12.98,5.41,118.93,1,1,1,113.1,READY,nao
2026-09-03 12:01:33,27.54,7.1,49.08,30.41,80.93,100.81,4.0042,21.8,5.48,141.44,1,1,1,87.1,READY,nao
2026-09-03 12:01:34,31.11,26.39,47.38,92.43,71.49,85.72,2.9035,8.77,4.94,111.6,1,1,1,102.7,READY,nao
2026-09-03 12:01:35,26.39,11.59,47.06,77.84,91.71,111.01,4.7911,18.45,5.87,118.27,1,1,1,132.1,READY,nao
2026-09-03 12:01:36,26.89,18.36,47.32,47.42,83.1,90.86,3.5729,24.54,3.38,95.68,1,1,1,145.6,READY,nao
2026-09-03 12:01:37,25.27,1.03,47.12,27.94,85.38,99.87,4.0179,7.04,5.32,99.08,1,1,1,76.4,READY,nao
2026-09-03 12:01:38,18.43,1.73,50.68,28.57,91.92,91.37,4.2565,5.17,4.23,107.93,1,1,1,99.7,READY,nao
2026-09-03 12:01:39,19.83,-3.57,48.1,109.42,75.84,85.35,3.1135,13.67,5.97,96.39,1,1,1,81.3,READY,nao
2026-09-03 12:01:40,18.53,0.91,46.35,39.19,96.6,105.18,4.7093,6.85,2.85,126.57,1,1,1,71.8,READY,nao
2026-09-03 12:01:41,28.82,4.75,51.81,52.34,81.32,82.17,3.462,19.97,5.43,116.32,1,1,1,150.8,READY,nao
2026-09-03 12:01:42,23.34,1.2,51.3,42.67,66.32,109.95,3.7407,23.29,3.11,122.41,1,1,1,167.7,READY,nao
2026-09-03 12:01:43,26.65,-1.9,51.57,55.5,87.84,92.7,4.1992,13.68,3.67,103.73,1,1,1,95.0,READY,nao
2026-09-03 12:01:44,33.43,-0.78,51.97,26.94,91.73,80.01,3.8142,10.17,3.31,109.8,1,1,1,146.4,READY,nao
2026-09-03 12:01:45,22.24,11.13,47.04,71.91,72.67,100.45,3.4338,13.69,3.1,128.19,1,1,1,166.1,READY,nao
2026-09-03 12:01:46,24.98,2.22,48.38,26.76,94.29,81.87,3.7347,19.47,6.95,143.27,1,1,1,159.2,READY,nao
2026-09-03 12:01:47,30.84,7.75,50.55,100.04,96.25,91.05,4.43,5.18,3.71,97.52,1,1,1,69.7,READY,nao
2026-09-03 12:01:48,21.89,12.62,50.18,43.37,71.08,108.28,3.8621,16.79,7.56,139.52,1,1,1,174.1,READY,nao
2026-09-03 12:01:49,19.31,19.16,46.92,74.0,99.34,82.51,3.8458,17.27,7.82,123.84,1,1,1,95.9,READY,nao
2026-09-03 12:01:50,22.93,-3.62,50.89,108.01,65.63,113.57,3.7931,17.75,5.43,123.2,1,1,1,90.8,READY,nao
2026-09-03 12:01:51,20.74,22.98,47.35,85.09,68.08,80.15,2.5837,9.84,2.86,120.01,1,1,1,53.4,READY,nao
2026-09-03 12:01:52,33.8,16.98,47.34,73.3,67.37,89.87,2.8662,19.28,4.25,98.47,1,1,1,110.6,READY,nao
2026-09-03 12:01:53,31.74,-2.14,49.22,52.43,95.76,109.64,5.1677,6.83,6.79,99.49,1,1,1,59.7,READY,nao
2026-09-03 12:01:54,28.77,25.58,49.56,53.3,86.17,92.65,3.9567,8.99,4.2,125.05,1,1,1,78.6,READY,nao
2026-09-03 12:01:55,32.81,27.23,49.48,86.95,66.08,84.08,2.7491,22.55,2.52,112.05,1,1,1,87.8,READY,nao
2026-09-03 12:01:56,31.66,-2.86,46.55,119.41,77.61,94.41,3.4108,19.77,5.34,140.86,1,1,1,154.2,READY,nao
2026-09-03 12:01:57,21.17,4.69,51.26,86.18,84.61,90.82,3.939,5.27,7.07,115.33,1,1,1,163.2,READY,nao
2026-09-03 12:01:58,33.17,23.22,47.59,75.78,63.34,113.71,3.4276,9.97,6.78,102.16,1,1,1,85.8,READY,nao
2026-09-03 12:01:59,27.17,21.19,46.78,93.07,95.3,92.53,4.1251,9.29,3.05,130.74,1,1,1,160.9,READY,nao
2026-09-03 12:02:00,31.73,1.46,51.33,66.52,92.14,111.56,5.2763,10.42,6.04,109.67,1,1,1,160.7,READY,nao
2026-09-03 12:02:01,33.23,2.33,51.73,26.01,80.21,115.67,4.7995,9.95,3.32,121.27,1,1,1,148.2,READY,nao
2026-09-03 12:02:02,23.41,7.97,51.17,76.23,98.69,97.35,4.9161,6.25,3.31,129.89,1,1,1,64.8,READY,nao
2026-09-03 12:02:03,19.87,11.96,50.86,115.76,76.71,116.4,4.5413,14.18,7.24,140.01,1,1,1,138.2,READY,nao
2026-09-03 12:02:04,21.87,16.64,49.93,37.53,99.36,95.09,4.7175,19.65,3.5,134.61,1,1,1,172.6,READY,nao
2026-09-03 12:02:05,25.26,7.91,49.31,89.0,86.72,118.56,5.0698,17.13,3.58,128.82,1,1,1,137.1,READY,nao
2026-09-03 12:02:06,31.91,11.19,46.52,40.09,85.39,83.57,3.3197,18.46,2.0,128.98,1,1,1,89.8,READY,nao
2026-09-03 12:02:07,32.63,21.16,48.45,73.58,66.64,107.48,3.4702,6.62,7.22,142.3,1,1,1,112.6,READY,nao
2026-09-03 12:02:08,18.12,-3.72,48.24,29.67,95.28,99.75,4.5848,24.03,6.76,109.79,1,1,1,132.2,READY,nao
2026-09-03 12:02:09,26.68,3.84,47.56,65.04,77.1,95.51,3.5022,21.77,5.76,95.06,1,1,1,113.9,READY,nao
2026-09-03 12:02:10,25.1,19.97,50.34,95.62,66.49,105.31,3.5248,21.1,6.5,108.6,1,1,1,61.2,READY,nao
2026-09-03 12:02:11,21.78,26.33,48.98,54.76,18.5,108.15,0.98,21.46,2.91,105.89,0,1,0,87.1,ABORT,sim
2026-09-03 12:02:12,20.04,12.91,46.49,86.49,82.39,80.17,3.0708,23.65,4.75,128.09,1,1,1,153.3,READY,nao
2026-09-03 12:02:13,23.74,13.62,47.32,99.54,81.1,86.68,3.3265,15.89,4.11,126.69,1,1,1,161.3,READY,nao
2026-09-03 12:02:14,59.53,-1.25,50.1,112.72,88.77,108.52,4.8263,9.01,2.56,124.67,0,1,1,63.5,ABORT,sim
2026-09-03 12:02:15,23.49,10.66,46.46,43.46,95.61,106.66,4.7379,17.34,4.92,95.81,1,1,1,173.6,READY,nao
2026-09-03 12:02:16,26.82,13.64,51.11,59.93,63.18,118.64,3.831,19.86,7.52,131.44,1,1,1,89.4,READY,nao
2026-09-03 12:02:17,29.95,3.49,48.97,35.24,89.26,110.44,4.8274,19.76,2.24,111.18,1,1,1,134.4,READY,nao
2026-09-03 12:02:18,24.18,4.42,48.88,119.25,67.5,118.03,3.8943,15.43,3.75,128.25,1,1,1,146.5,READY,nao
2026-09-03 12:02:19,34.52,8.2,49.55,112.7,94.33,108.1,5.0526,6.37,3.25,122.83,1,1,1,154.6,READY,nao
2026-09-03 12:02:20,34.36,-4.3,50.95,74.0,92.76,91.92,4.3443,12.42,3.43,112.14,1,1,1,172.7,READY,nao
2026-09-03 12:02:21,22.28,6.27,48.09,104.2,81.63,84.21,3.3057,23.42,7.45,101.73,1,1,1,87.2,READY,nao
2026-09-03 12:02:22,26.45,2.4,50.07,72.1,88.41,111.27,4.9256,16.69,4.81,99.72,1,1,1,160.9,READY,nao
2026-09-03 12:02:23,23.11,6.46,49.39,82.36,72.57,105.77,3.791,15.77,4.8,136.58,1,1,1,62.8,READY,nao
2026-09-03 12:02:24,22.84,-0.81,47.6,28.91,78.85,81.93,3.075,10.38,6.56,140.92,1,1,1,140.2,READY,nao
2026-09-03 12:02:25,18.63,26.17,51.27,95.53,92.87,94.4,4.4948,12.37,2.93,127.49,1,1,1,145.2,READY,nao
2026-09-03 12:02:26,28.36,15.78,50.78,32.77,78.37,118.27,4.7067,22.91,4.92,100.17,1,1,1,136.5,READY,nao
2026-09-03 12:02:27,26.55,18.77,49.95,102.61,74.31,100.02,3.7125,18.33,4.58,115.1,1,1,1,79.1,READY,nao
2026-09-03 12:02:28,18.88,22.62,51.1,98.2,79.77,97.31,3.9666,20.75,5.58,131.45,1,1,1,162.9,READY,nao
2026-09-03 12:02:29,22.74,12.45,51.2,90.87,93.13,98.31,4.6877,14.09,8.0,133.99,1,1,1,67.8,READY,nao
2026-09-03 12:02:30,33.44,-1.96,50.25,23.62,73.41,88.36,3.2595,17.6,6.62,100.91,1,1,1,52.2,READY,nao
2026-09-03 12:02:31,22.07,13.8,51.02,50.31,66.95,94.75,3.2365,9.97,4.39,95.0,1,1,1,141.9,READY,nao
2026-09-03 12:02:32,20.46,15.54,50.18,46.31,88.48,94.79,4.2086,19.11,6.97,130.61,1,1,1,109.2,READY,nao
2026-09-03 12:02:33,26.32,21.09,50.08,56.01,93.04,82.09,3.8249,13.55,3.02,112.83,1,1,1,159.6,READY,nao
2026-09-03 12:02:34,34.76,10.11,49.71,28.76,64.03,110.7,3.5235,13.85,2.18,107.72,1,1,1,96.8,READY,nao
2026-09-03 12:02:35,22.11,-0.53,50.52,113.7,69.59,96.66,3.3983,17.99,3.23,95.64,1,1,1,67.7,READY,nao
2026-09-03 12:02:36,29.43,4.93,46.95,75.38,65.68,112.89,3.4812,23.73,4.04,122.01,1,1,1,157.9,READY,nao
2026-09-03 12:02:37,30.95,7.71,51.29,50.55,73.92,114.01,4.3225,6.28,5.06,137.56,1,1,1,119.1,READY,nao
2026-09-03 12:02:38,22.04,17.61,51.23,59.7,78.01,88.48,3.5361,21.49,5.69,142.88,1,1,1,70.5,READY,nao
2026-09-03 12:02:39,30.38,14.98,46.18,64.72,89.95,106.29,4.4152,10.85,7.46,123.29,1,1,1,142.3,READY,nao
2026-09-03 12:02:40,24.25,7.46,50.95,80.06,86.05,98.89,4.3356,13.88,5.06,120.72,1,1,1,114.0,READY,nao
2026-09-03 12:02:41,28.75,29.53,46.77,71.57,84.84,115.21,4.5715,5.44,5.01,99.25,1,1,1,126.6,READY,nao
2026-09-03 12:02:42,28.77,16.2,48.01,111.94,74.09,88.63,3.1526,11.02,2.3,122.44,1,1,1,107.2,READY,nao
2026-09-03 12:02:43,27.11,3.3,50.46,69.7,93.66,107.11,5.0621,15.05,2.21,114.0,1,1,1,156.9,READY,nao
2026-09-03 12:02:44,19.53,-1.44,46.96,119.22,78.85,104.31,3.8624,6.12,5.31,125.36,1,1,1,157.0,READY,nao
2026-09-03 12:02:45,32.2,0.35,50.91,105.14,99.16,91.81,4.6348,14.82,4.63,114.44,1,1,1,140.8,READY,nao
2026-09-03 12:02:46,23.45,3.61,50.99,40.85,85.37,85.46,3.7201,23.54,7.04,107.01,1,1,1,59.2,READY,nao
2026-09-03 12:02:47,21.17,0.62,49.04,113.06,65.05,106.07,3.3837,7.11,2.96,99.75,1,1,1,158.2,READY,nao
2026-09-03 12:02:48,18.69,1.53,46.04,31.64,87.05,109.54,4.3901,20.29,2.15,110.75,1,1,1,135.6,READY,nao
2026-09-03 12:02:49,28.05,4.98,47.72,101.74,73.0,92.63,3.2268,13.19,4.69,99.83,1,1,1,139.1,READY,nao
2026-09-03 12:02:50,29.52,1.07,49.7,58.06,87.45,105.79,4.5979,18.1,3.42,103.84,1,1,1,94.0,READY,nao
2026-09-03 12:02:51,18.28,26.39,51.89,107.8,62.79,95.81,3.1217,10.2,2.3,144.37,1,1,1,163.7,READY,nao
2026-09-03 12:02:52,26.71,-2.19,49.79,106.81,67.0,108.53,3.6205,8.19,6.35,117.21,1,1,1,142.9,READY,nao
2026-09-03 12:02:53,21.85,13.36,47.56,100.59,94.23,87.97,3.9424,8.21,2.67,121.59,1,1,1,60.2,READY,nao
2026-09-03 12:02:54,28.97,9.36,49.8,99.0,69.09,115.61,3.9778,6.41,5.65,138.68,1,1,1,100.1,READY,nao
2026-09-03 12:02:55,20.96,29.38,49.24,50.47,93.48,91.5,4.2117,8.71,3.69,144.78,1,1,1,164.7,READY,nao
2026-09-03 12:02:56,29.75,-1.08,50.68,28.09,71.17,94.71,3.4161,18.28,3.04,124.14,1,1,1,51.4,READY,nao
2026-09-03 12:02:57,24.57,8.92,46.64,60.3,85.72,82.32,3.2911,22.63,4.28,135.62,1,1,1,174.8,READY,nao
2026-09-03 12:02:58,33.92,28.93,50.57,37.35,87.77,84.46,3.7488,21.28,6.81,111.35,1,1,1,136.7,READY,nao
2026-09-03 12:02:59,20.34,25.29,49.25,89.5,80.51,100.63,3.9901,18.7,4.35,110.29,1,1,1,130.2,READY,nao
2026-09-03 12:03:00,23.8,23.6,51.78,54.61,72.21,90.7,3.3913,7.21,6.5,115.14,1,1,1,81.5,READY,nao
2026-09-03 12:03:01,19.93,4.03,48.05,117.56,68.51,113.42,3.7337,10.78,2.75,128.63,1,1,1,78.6,READY,nao
2026-09-03 12:03:02,33.72,0.98,49.8,84.1,61.33,80.59,2.4614,11.2,6.64,129.11,1,1,1,172.2,READY,nao
2026-09-03 12:03:03,32.91,18.4,51.59,102.25,72.16,95.16,3.5426,10.0,3.42,110.76,1,1,1,85.3,READY,nao
2026-09-03 12:03:04,22.39,27.53,46.62,33.25,86.13,93.49,3.754,15.3,6.06,101.66,1,1,1,149.7,READY,nao
2026-09-03 12:03:05,29.22,14.49,51.62,106.2,97.53,80.77,4.0664,15.71,5.39,126.62,1,1,1,98.1,READY,nao
2026-09-03 12:03:06,31.89,15.01,50.13,112.28,94.85,84.97,4.0402,12.14,7.57,101.42,1,1,1,63.8,READY,nao
2026-09-03 12:03:07,27.44,4.8,46.41,68.71,90.64,96.55,4.0615,12.08,4.32,123.92,1,1,1,46.4,READY,nao
2026-09-03 12:03:08,27.0,21.93,47.81,80.63,91.54,99.71,4.3638,21.57,2.4,129.67,1,1,1,118.5,READY,nao
2026-09-03 12:03:09,22.11,1.55,50.25,96.48,86.6,96.17,4.185,20.79,2.11,130.03,1,1,1,176.7,READY,nao
2026-09-03 12:03:10,19.58,6.33,46.4,37.48,70.41,101.24,3.3075,11.16,6.96,132.67,1,1,1,94.8,READY,nao
2026-09-03 12:03:11,33.25,9.89,49.49,70.26,96.29,103.81,4.947,23.28,5.15,138.64,1,1,1,93.2,READY,nao
2026-09-03 12:03:12,33.31,12.77,48.08,59.87,86.83,80.4,3.3565,24.06,6.65,120.0,1,1,1,91.5,READY,nao
2026-09-03 12:03:13,28.76,3.48,49.73,34.64,82.42,98.56,4.0397,11.53,3.41,131.51,1,1,1,115.3,READY,nao
2026-09-03 12:03:14,23.76,-0.98,46.27,56.75,64.44,118.54,3.5344,12.09,4.07,125.96,1,1,1,104.5,READY,nao
